dateTime,authorName,Message,Time
2023-03-02 23:04:26,กฤษฏา,ที่กั้นทางรถไฟโบราณมากและไม่ปลอดภัย,4:38
2023-03-02 23:04:36,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ชนท้ายเค้าแล้วตาย,4:48
2023-03-02 23:04:41,เกียรติศักดิ์ แช่ลิ้ม,ปอรักช่อง3,4:54
2023-03-02 23:04:44,Cat cat,มอร์นิ่งเจ้าค่ะ,4:56
2023-03-02 23:04:45,เช็ดเข้ อาราเล่สังฆัง,ทำไมไม่ทำสะพานข้ามรถไฟ ว๊ายยยยย งบประมาณเอาเเจกคนจนเเละ..........กันหมดเเล้ว ,4:57
2023-03-02 23:04:45,ไอ้หนุ่มรถไถ🚜🚜,อิงฝา:thinking_face::see_no_evil_monkey::yawning_face:,4:57
2023-03-02 23:04:47,Love InFinity,ข่าวสารเยอะแยะแต่เสนอข่าวอะไรไม่รู้,4:59
2023-03-02 23:04:53,มีงูนะ,ปาย ซาบายแล้ว ม่ายโต้ง ทอลามาน กาบ ผู้นำ ปานยาอ่อน อีก โต่ ปาย,5:05
2023-03-02 23:04:56,อติพล ริลา,:yt::stayhome::dothefive::thanksdoc:,5:08
2023-03-02 23:04:58,แด๊ก ยอดกะทิ,ใครเบื่อข่าวนี้ เดี๋ยวโดนไล่ไปดูท็อปนิวอีก,5:10
2023-03-02 23:05:10,อติพล ริลา,สวัสดีคับ,5:22
2023-03-02 23:05:11,ดิเรก,:face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-pink-tears::face-pink-tears:,5:23
2023-03-02 23:05:14,ZeroQQ HentaiCat,ตกลงปวดหัวหรือปวดท้อง,5:26
2023-03-02 23:05:23,Li Pinpin,ไม่มีข่าวให้ทำมั้งช่วงนี้,5:36
2023-03-02 23:05:23,AMORN CHANNEL,r.i.p,5:36
2023-03-02 23:05:25,ธนาภัทร🥰,สวัสดีครับคุณยุทธคุณไบร์ท:deaf_person::deaf_person:#เรื่องเล่าเช้านี้:sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::deaf_person::smiling_face_with_smiling_eyes::smiling_face_with_hearts:,5:37
2023-03-02 23:05:27,ชาเย็น ไม่เย็นชา,แค่ไม้กั้น ขึ้เหนียวจังรถไฟไทย,5:40
2023-03-02 23:05:28,gamble,ยังไม่จบ,5:40
2023-03-02 23:05:54,แด๊ก ยอดกะทิ,แปลกพวกชอบด่าสลิ่ม แต่ทำตัวเป็นสลิ่มซะเอง ไล่คนไปข่องอื่น,6:06
2023-03-02 23:06:11,Nils Mj,ยมบาลจะเอาไป รักษาไงก็ไม่หายหรอก,6:24
2023-03-02 23:06:18,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ก็ไม่ได้บอกหมอว่าประสบอุบัติเหตุ พอบอกแค่ปวดท้อง ก็เลยได้ยาแก้ปวดท้อง,6:30
2023-03-02 23:06:22,Prath C,นี่มันต้องลงรายละเอียดที่อุบัติเหตุแบบนี้ กับเรื่อง รพ.ไม่ให้แอดมิท ไม่ใช่วันก่อน มัวลงคลิปเต้นโชว์พุงซะ15นาที,6:34
2023-03-02 23:06:30,Li Pinpin,ญาติก็เย็นกันจัง ไม่รีบนพาส่ง,6:42
2023-03-02 23:06:38,Rakaat Hussain,:thanksdoc:,6:50
2023-03-02 23:06:40,Paksinee Sungjaroen,:thanksdoc::thanksdoc::thanksdoc:,6:53
2023-03-02 23:06:41,Manatchai Saetung,อะฮี้ อะฮี้ ไป ไป ไป ไป ไป :crying_face::crying_face::crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,6:53
2023-03-02 23:06:41,udomrat🌞,สวัสดีค่ะเรื่องเล่าเช้านี้ทุกท่าน:hot_beverage::hot_beverage:,6:53
2023-03-02 23:06:47,ธนาภัทร🥰,@คุณศิริพัฒน์จันทร์:rose::deaf_person::smiling_face_with_smiling_eyes::smiling_face_with_hearts:สวัสดีครับคุณหงษ์:swan:,6:59
2023-03-02 23:06:50,สายใจ Sop,ไล่จนตายกูก็ไม่ไปเป็นสลิ่มหรอกคร๊าาา,7:02
2023-03-02 23:06:51,เธอมันร้าย,ทำอะไรเพื่อชาติวะ,7:03
2023-03-02 23:06:52,Rittidech ฤทธิเดช,เปิดมาเจออีก ข่าวโปรด,7:04
2023-03-02 23:06:53,นพดล พันธ์ด้วง,ไม่มีข่าวอื่นเลยเหรอเนี่ย,7:06
2023-03-02 23:06:57,Somskun Thiangmai,กระเพาะฉียกรถชนลืมบอกหมอ,7:10
2023-03-02 23:06:59,กฤษดา ชัยชนะ,ผิดพลาดตอนวินิจฉัยว่าเป็นโรคกระเพาะ,7:11
2023-03-02 23:07:00,Samka good,ญาติตายุทธ!:grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:,7:12
2023-03-02 23:07:06,Cat cat,หมอสัพเพ่า,7:19
2023-03-02 23:07:08,เช็ดเข้ อาราเล่สังฆัง,ผมชอบนโยบายให้มีรถไฟฟ้าวิ่งต่างจังหวัด ,7:20
2023-03-02 23:07:11,บาลาบา บาบา,สวัสดีค่ะ,7:23
2023-03-02 23:07:14,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,วัยกำลังแว้น,7:26
2023-03-02 23:07:17,มีงูนะ,ทามม มาย เดก ซาหมายนี้ อ้วน มักมัก มากมาย,7:30
2023-03-02 23:07:22,AMORN CHANNEL,กราบอรุณสวัสดิ์พี่ยุทธ คุณไบรท์ครับ,7:34
2023-03-02 23:07:24,เช็ดเข้ อาราเล่สังฆัง,บางทีใกล้ๆไม่สะดวกขึ้นเครื่องบิน ,7:36
2023-03-02 23:07:32,เช็ดเข้ อาราเล่สังฆัง,เร็วกว่ารถทัวร์นะ เออ,7:44
2023-03-02 23:07:43,AMORN CHANNEL,:thanksdoc::thanksdoc::thanksdoc:,7:55
2023-03-02 23:07:46,Manatchai Saetung,อะฮี้ อะฮี้ ไป ไป ไป ไป r.i.p. วิว :crying_face::crying_face::crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,7:58
2023-03-02 23:07:48,สาธิต พงษ์เสนา,ยอมรับ......พลาด ยอมรับ.....พลาด:face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning::face-orange-frowning:,8:01
2023-03-02 23:07:52,สายใจ Sop,สาเหตุต้องตายเพราะว่าด่า หอย,8:05
2023-03-02 23:07:56,AMORN CHANNEL,กราบอรุณสวัสดิ์พี่ยุทธ คุณไบรท์ครับ,8:08
2023-03-02 23:08:14,leo,อุบัติเหตุหมอทำไมไม่ให้คนไข้ admit:face_with_rolling_eyes:,8:26
2023-03-02 23:08:16,Pornprapa Jin,สวัสดีตอนเช้า,8:28
2023-03-02 23:08:17,AMORN CHANNEL,กราบอรุณสวัสดิ์พี่ยุทธ คุณไบรท์ครับ,8:30
2023-03-02 23:08:20,เทพมาร สะท้านภพ,หมอ มักง่าย,8:33
2023-03-02 23:08:29,ธนัฐ ลักษณานันท์,555,8:42
2023-03-02 23:08:30,วุฒิโรจน์ กล้าหาญ,เจ้จุ๋มระยองเรื่องเล่าเช้านีสวัสดีน้องไบร์กะลุงสรยุช,8:43
2023-03-02 23:08:34,thavesak claysuwan,กรณี ยกเว้น,8:46
2023-03-02 23:08:36,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,โรงบาลรัฐ ไม่มีเตียง,8:48
2023-03-02 23:08:38,ko,"ไม่มีใบหย่ายืนยันตัวตนไม่ได้ ยังหาตัวคู่สมรสไม่เจอ ถ้าฟ้องหย่าค่าทนาย 50,000ไม่ยุติธรรม",8:50
2023-03-02 23:08:39,Love InFinity,ต้นรายการบอกข่าวสารเยอะแยะแต่เสนออยู่แค่ 2 ข่าวคือข่าวนี้กับข่าวน้องของไอดอลดังที่ตกตึกมึวคอยดูดิ 555+,8:51
2023-03-02 23:08:39,ธนัฐ ลักษณานันท์,สนใจฟ้อง รพ. ติดต่อได้ครับ,8:51
2023-03-02 23:08:51,月美Supamas,แว้นไหม? ถ้าคนธรรมดาเสียชีวิต คาใจแบบนี้บ้าง จะได้รับการข่วยเหลือค้นหาสาเหตุแบบนี้ไหม จะมีข่าว ว่าที่ผู้สมัครสส โดนรถชนตายไหม ยังตามหาคนร้ายกล้องหน้ารถอยู่เลย,9:03
2023-03-02 23:08:55,มีงูนะ,ผางพืด ยึด ลามส้าย คือ รายย ขา,9:07
2023-03-02 23:09:00,เช็ดเข้ อาราเล่สังฆัง,พรรคก้าวไกลนโยบายโดนใจเเต่จะวุฒิภาวะยังเร็วเกินไปนี้ สิ,9:12
2023-03-02 23:09:03,black thana,โรคกระเพาะแม่งขี้เกียดรักษา,9:15
2023-03-02 23:09:03,FALIX T,ฟ้องครับ,9:15
2023-03-02 23:09:05,ช่างแฟร้งสระบุรี,เช้านี้สระบุรีอากาศดีมาก,9:18
2023-03-02 23:09:08,Pom noi,ครั้งที่2 -3 ได้เอ๊กชเรย์มั้ย,9:20
2023-03-02 23:09:08,ต้นเงิน,เขาถึงต้องมีคำว่ารอดูอาการ รีบกลับบ้านเกิน,9:20
2023-03-02 23:09:10,Csc142 Csc142,สวัสดีตอนเช้าค่ะทั้งสองท่าน,9:22
2023-03-02 23:09:16,Watana Tamtong,สว้สดีค่ะ,9:28
2023-03-02 23:09:20,FALIX T,ชุ่ย !!!,9:32
2023-03-02 23:09:20,Witchapat,2วันละข่าวนี้,9:33
2023-03-02 23:09:26,Good∆ui_krub,หมอ อะไร ไม่เห็น,9:38
2023-03-02 23:09:26,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ชนขนาดมือหัก ถ้ามีเงินควรไป ร.พ. เอกชน,9:38
2023-03-02 23:09:29,manus,ไส้แตก,9:41
2023-03-02 23:09:31,ปติญญา ตอนศรี,:virtualhug::virtualhug::virtualhug:,9:43
2023-03-02 23:09:34,tonystark,ฟ้อง รพ ได้น่ะครับ โรคกระเพาะ,9:46
2023-03-02 23:09:42,เช็ดเข้ อาราเล่สังฆัง,เคยใช้ที่ญี่ปุ่นติดนิสัย งะ ช่วยสร้างรถไฟฟ้าวิ่งต่างจังหวัดให้หน่อย จิ ,9:54
2023-03-02 23:09:43,ทรัพย์ เมืองวงศ์,เจริญครับ,9:55
2023-03-02 23:09:43,AMORN CHANNEL,:thanksdoc::thanksdoc::thanksdoc:,9:55
2023-03-02 23:09:44,JRP6606,ตอนแรกไม่บอกอย่างนี้,9:56
2023-03-02 23:09:45,leo,หมอแย่มาก:face_with_rolling_eyes:,9:57
2023-03-02 23:10:01,FALIX T,เอาเงิน ภาษีชดเชย เพราะขี้เกียจ,10:13
2023-03-02 23:10:02,สายใจ Sop,ใส่เสื้อ ซางหอย:rolling_on_the_floor_laughing:,10:14
2023-03-02 23:10:03,thavesak claysuwan,การรักษาทางการแพทย์ไม่มีอะไร100%ต้องเข้าใจหมอไม่มีใครอยากให้คนป่วยเสียชีวติ ครับ,10:15
2023-03-02 23:10:06,Pom noi,ยอมได้ไงวะ ควรฟ้องนะ,10:18
2023-03-02 23:10:07,DinCoVER,ขอโทษแล้วน้องฟื้นไหม :face_with_rolling_eyes::face_with_rolling_eyes:,10:20
2023-03-02 23:10:11,เช็ดเข้ อาราเล่สังฆัง,เดินทางบ่อย งะ,10:23
2023-03-02 23:10:13,Nils Mj,ไส้แตกเพราะเปิดเพลง55555,10:25
2023-03-02 23:10:13,Aunchalee Bualom,ปวดท้องทีไร ็ว่าเป็นโรคกระเพาะ บางคนก็ปวดท้องเป็นไส้ติ่ง,10:25
2023-03-02 23:10:15,tonystark,ถ้าเป็นลูกผม ผมฟ้องยังไงก็ชนะ โรคกะเพาะ,10:27
2023-03-02 23:10:20,สนทะยา,:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:,10:32
2023-03-02 23:10:21,FALIX T,ฟ้องบ้างเถอะ,10:33
2023-03-02 23:10:22,ช้างอิ อิช่องช้าง,เปนผมไม่ยอมนะ เปนแค่คำข้ออ้าง ต้องฟ้องให้ถึงที่สุด เพราะหมอสมัยนี้ไม่เคยฟังคนไข้ บอกปวดท้องก้อให้ยา เปนไข้หรือปวดหัวหนักๆก้อให้ยาแก้ไข้ หมอสมัยนี้มักง่าย กว่าจะเจอหมอดีๆหายาก,10:34
2023-03-02 23:10:23,JRP6606,ไส้แตกง่ายขนาดนั้นเชียว,10:35
2023-03-02 23:10:23,Love InFinity,ข่าวต่อไปคือน้องของไอดอลดัง 555+,10:35
2023-03-02 23:10:23,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ชนแรงเกินไง,10:35
2023-03-02 23:10:24,Aplus Aplus,:face-red-heart-shape:,10:36
2023-03-02 23:10:27,leo,หมอทำไมไม้ให้คนไข้ admit:face_with_rolling_eyes:,10:39
2023-03-02 23:10:31,Ssaw Dsa,ถ้าเปนคนธรรมดา..จะมีหมอออกมารับผิดชอบแบบนี้รึป่าว,10:43
2023-03-02 23:10:31,Phan Punta,ครั้งที่ 2 ทำไมวินิจฉัยเป็นโรคกระเพาะไม่ทำการอัลตร้าซาวด์อีกครั้ง,10:43
2023-03-02 23:10:32,ธนัฐ ลักษณานันท์,ยังมีคนฟังอีจ่าอยู่เหรอ,10:44
2023-03-02 23:10:34,Sek Hipster,เอาจริงๆ รพ.ผิด,10:47
2023-03-02 23:10:42,DinCoVER,ขอโทษแล้วน้องฟื้นไหม :face_with_rolling_eyes::face_with_rolling_eyes:,10:54
2023-03-02 23:10:44,thavesak claysuwan,กรณียกเว้น เป็นไปได้,10:57
2023-03-02 23:10:45,นันทา เจริญวุฒิสาร,8,10:58
2023-03-02 23:10:46,Mandee Thogdee,น้องวิว น้องดอน น้องที,10:58
2023-03-02 23:10:47,รัตน์ดา ขันขาว,แต่น้องก็มีอาการมารพ.ตลอดที่ยังอยุ่ในชม.เฝ้าระวังไม่ใช่หรือหมอ.!!!,10:59
2023-03-02 23:10:54,Manatchai Saetung,ไป ไป ไป ไป อะฮี้ อะฮี้ อะ ฮี้ อะ ฮือ อะะ ฮือ ฮือ.....แง :crying_face::crying_face::crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: ตาย r.i.p,11:06
2023-03-02 23:10:55,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ร.พ. ไม่ผิด,11:07
2023-03-02 23:11:02,Nils Mj,แต่ยังดีนะ รพ รับผิดชอบ,11:14
2023-03-02 23:11:03,Verdandy Chan,หมอถูกฟ้องอยู่ตลอดแค่ไม่ได้ออกข่าว,11:16
2023-03-02 23:11:04,Montha Changplalมลฑา.. ช้างพลาย,:virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::sanitizer::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis::yougotthis:,11:16
2023-03-02 23:11:05,สมวงค์ กลัดเพ็ชร,หมอเป็นแบบนี้ทุกลายแฟนเป็นตับอ่อนให้ปินแต่ยาโรคกะแพราะไปโรงบาลใหนวิใจเหมือนกันแทนที่จะตรวให้มันลเอียดเก่านี้หน่อยใม่ได้ไม่ดีก็ไล่กลับแต่บ้าน,11:17
2023-03-02 23:11:10,AMORN CHANNEL,ยิ่งไม่มีใครควบคุม ยิ่งต้องควบคุมตัวเองครับ,11:22
2023-03-02 23:11:16,วิรุฬห์ เตชะ,หมอไม่ใส่ใจ มักง่าย,11:29
2023-03-02 23:11:19,Pom noi,แพทย์เจ้าของคนไข้คือใครวะ,11:31
2023-03-02 23:11:24,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ร.พ. ไม่ได้ขับรถคุณไปชนหลังรถ,11:36
2023-03-02 23:11:26,Mandee Thogdee,ต้องตรวจละเอียด,11:38
2023-03-02 23:11:30,AMORN CHANNEL,ยิ่งไม่มีใครควบคุม ยิ่งต้องควบคุมตัวเองครับ,11:42
2023-03-02 23:11:38,Rittidech ฤทธิเดช,ตายไปแลัวแก้ไม่ทันล่ะป่านนี้,11:50
2023-03-02 23:11:46,DinCoVER,ขอโทษแล้วน้องฟื้นไหม :face_with_rolling_eyes::face_with_rolling_eyes:,11:58
2023-03-02 23:11:57,Niparat Samrityakorn,...,12:09
2023-03-02 23:11:59,Oz,x-rayไม่เห็นอยู่แล้ว ต้อง MRI ตามมาตรฐาน,12:12
2023-03-02 23:12:02,Love InFinity,เดี๋ยวไอ้แบงค์เลสเตอร์มาแน่ๆกูว่าข่าวต่อไป,12:14
2023-03-02 23:12:10,Nils Mj,ลุงตู่ก็ใกล้จะไปตามน้องแล้ว,12:22
2023-03-02 23:12:14,thavesak claysuwan,ยอมรับได้แต่ขอแสดงความเสียใจ ครับมันคือ กรณีศึกษา,12:27
2023-03-02 23:12:18,Pom noi,บกพร่องด้านการรักษา ยังสมควรให้เป็นหมออีกมั้ย ออกไปทำอาชีอื่นเหอะ,12:30
2023-03-02 23:12:19,วีระพันธ์ กรีจังหรีด,ช่วยเสนอมุมที่ เด็กอายุ 14 ไม่มีใบขับขี่ แล้วขับรถ เพื่อเป็นอุทาหรณ์,12:31
2023-03-02 23:12:21,Nils Mj,อีกไม่นานนี้แหละ555555,12:33
2023-03-02 23:12:33,Vattana Komounde,จบ หมอ มาได้ยังไง ว๊ะ. คุณภาพต่ำ จริงๆ ประเทศไทย. เน่าสุด.,12:45
2023-03-02 23:12:38,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,อาการทรุด ต้องกลับมาทันที,12:50
2023-03-02 23:12:44,Supannee Ratseepoom,แล้ววันที่น้องปวดท้องทำมัยหมอบอกเป็นโรคกระเพาะ,12:56
2023-03-02 23:12:45,Manatchai Saetung,หมอเดี๋ยวนี้ ปัญญาอ่อน ไม่รอบคอบ ตายเพราะ วินิฉัยผิด,12:57
2023-03-02 23:12:49,Sawongchai Pansuwan,ฟังดูก็ทำครบแล้ว ,13:01
2023-03-02 23:12:50,เช็ดเข้ อาราเล่สังฆัง,วงการเเพทย์สมองเสื่อมไปกับผู้นำประเทศ,13:02
2023-03-02 23:12:55,กฤษดา ชัยชนะ,มาตรา41 ของ ส.ป.สช รัฐเยียวยา ไม่เกิน 400000 บาท,13:07
2023-03-02 23:13:03,อติพล ริลา,:thanksdoc::dothefive::stayhome::yt:,13:15
2023-03-02 23:13:08,นายแสง คําภูเวียง,3ปจะไปง่ายไม:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,13:20
2023-03-02 23:13:14,MyNameBee,พวกใช้บัตรทองไม่มีประกันหรือที่ รพ.เบิกเงินได้ จะไม่ใส่ใจคนป่วย,13:27
2023-03-02 23:13:20,สุนันท์ ุสุพรรณ,:yt::yt:,13:32
2023-03-02 23:13:20,สมวงค์ กลัดเพ็ชร,ประชาชนตายแพราะหมอมามากถ้าคนรวยก็รอดแพราะมีเงินไปเอกชน,13:33
2023-03-02 23:13:21,POEY,"ออ,,,สรุป,,,ตายแล้ว,,,ถึงรู้เป้นอะใรตาย,,,,เก่งนะหมอ,,,,เจอเด้กฝึกงานแล้ว",13:34
2023-03-02 23:13:23,Somskun Thiangmai,น้องหมดกรรมครับหมอถูกตามฮาการ,13:35
2023-03-02 23:13:26,เช็ดเข้ อาราเล่สังฆัง,สงสัยหมอคงสนใจงานก่อสร้างเหมือนเสี่ยหนูไปแล้ว อิอิ,13:38
2023-03-02 23:13:26,Nils Mj,ตับฉีกเพราะดีดหนัก,13:38
2023-03-02 23:13:27,Supannee Ratseepoom,หมอมักง่าย,13:39
2023-03-02 23:13:31,ขวัญเนตร สุดใจ,รพ.ฝรั่ง กับรพ.ไทยผิดกัน,13:43
2023-03-02 23:13:33,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,หมออเมริกา รับบัตรทองไหม,13:45
2023-03-02 23:13:35,Aunchalee Otsuka,:hand-pink-waving:,13:47
2023-03-02 23:13:39,Yayyao Channel,สวัสดีค่ะ,13:51
2023-03-02 23:13:39,AMORN CHANNEL,หมอทำสุดความสามารถแล้วครับ,13:52
2023-03-02 23:13:52,Oz,มาตรฐานสากล เค้า monitor ตลอด และต้องระดับ ct หรือ mri,14:04
2023-03-02 23:13:55,Wilai Panmook,บางทีตอนที่น้องปวดท้อง อาจอดทนไว้ก่อนก็ได้ คิดเดี๋ยวก็หาย เลยไม่ได้บอกอาการ พอปวดหนักแล้ว ก็ร้กษาไม่ทัน,14:07
2023-03-02 23:13:55,แด๊ก ยอดกะทิ,คุณพิรุณ ถ้าไม่มีประกันสุขภาพ เขาก็ไม่เก็บคุณไว้ข้ามคืนหรอก ,14:07
2023-03-02 23:13:59,AMORN CHANNEL,หมอทำสุดความสามารถแล้วครับ,14:12
2023-03-02 23:14:00,Mandee Thogdee,ไม่หัวก็ท้อง.... กลับบ้านได้ สามวันตาย,14:13
2023-03-02 23:14:01,Naked,หมอไปรักษาผ่านๆ,14:13
2023-03-02 23:14:04,กฤษดา ชัยชนะ,กรณีนี้โรงพยาบาลวิชัยผิดพลาดว่าเป็นโรคกระเพาะ,14:17
2023-03-02 23:14:07,大塚アンチャリー,:hand-pink-waving:,14:20
2023-03-02 23:14:08,สําหรับสมัคร ยูทูป,มาตราฐานแบบไทย ๆ,14:20
2023-03-02 23:14:11,Nattasha Jantabut,เขาไปรอบ2น่าจะให้นอนซะ ไม่น่าให้กลับ,14:23
2023-03-02 23:14:16,Pom noi,เฮียหนูมึงมาดูดิ๊ไอนายกสาธารณสุข,14:28
2023-03-02 23:14:16,Panno Chutama,สุดยอดกับคำบรรยายนี้ตรวจแบบไม่ขอไปที,14:28
2023-03-02 23:14:17,Thailand Beauty,ทำงานมักง่ายไม่สมเป็นมืออาชีพ ตรวจแบบชุ่ยมากคือหมอประเทศไทยนี่ละ จบง่ายจังไม่ดำเนินคดี แพทยสภาไม่สอบวินัย คนตายทั้งคน,14:29
2023-03-02 23:14:17,Ni Ni,เศรษฐกิจประเทศไม่ใช่ธุรกิจของครอบครัวใดครอบครัวหนึ่ง,14:29
2023-03-02 23:14:17,purachai sutinithet,คนจนก็ตรวจไปอย่างนั้น ถ้ารวยแม่งให้แอตมิดเลยทันที,14:29
2023-03-02 23:14:18,Manatchai Saetung,คุณภาพ หมอ ไทย ต่ำ ไม่รอบคอบ หรือเป็น เพราะ,14:30
2023-03-02 23:14:18,FALIX T,ชุ่ย ทั้งหมอ ทั้งพยาบาล,14:30
2023-03-02 23:14:22,Ssaw Dsa,สิ่งที่หมอเมืองนอกเขามีคือ..ความใส่ใจ,14:34
2023-03-02 23:14:22,Pakanee Natrung,หมอในไทยไม่พอจริง คนเดียวตรวจวันเป๊น 100 คน,14:35
2023-03-02 23:14:23,สาธิต พงษ์เสนา,วิมาน สะพานลอย:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,14:35
2023-03-02 23:14:27,นิ สายสาม,เลือดออภายในเกล็ดเลือดจะต่ำออาจตายได้ถ้าไม่พบก่อน,14:39
2023-03-02 23:14:27,thavesak claysuwan,เรื่องทางเทคนิค หมอจบใหม่ๆมักไม่รู้ ประสบการณ์จะค่อยๆสอนเอง,14:39
2023-03-02 23:14:28,อุดมศักดิ์ ภูธิวุฒิ,หมอชุ่ยมากๆ,14:40
2023-03-02 23:14:33,เจ้าชาย์ ฮาเร็ม์,ก็สร้างบ้าน ให้เขา สิ:crying_cat::crying_cat::crying_cat:,14:45
2023-03-02 23:14:36,อุเทน สุคันธมาศ,แล้วไงต่อ,14:48
2023-03-02 23:14:39,ฟิว ชาวไร่ สาวแหน่ ณ ท้ายทุ่ง,ราคาไทย มาตรฐานอเมริกา มีตรงไหนบอกที,14:51
